Run,Antibiogram,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Plasmid(s)_found,Platform,ReleaseDate,Sample Name,Sequence_Type,SRA Study,STRAIN,Host_disease,Host
SRR21096960,GEN-STR-SSS,WGS,300,597775939,PRJNA756559,SAMN27524991,Pathogen.env,264712615,NML,NML,31/07/2016,public,"wgmlst_sig,sra,fastq,realign","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110391,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03543,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03543,101,SRP378977,117,,
SRR21096961,DOX-GEN-SXT,WGS,297,392782860,PRJNA756559,SAMN27524862,Pathogen.cl,185992151,NML,NML,31/07/2017,public,"fastq,realign,sra,wgmlst_sig","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110390,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03357,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), ColpVC, IncFIB(AP001918), IncFII, IncI1, IncQ1",ILLUMINA,2022-08-17T00:00:00Z,N18-03357,10,SRP378977,349,E. coli gastroenteritis,Homo sapiens
SRR21096962,ATM-CFZ-FEP-CAZ-CRO-CIP-GEN-MXF-TOB-SXT,WGS,295,347301697,PRJNA756559,SAMN27524879,Pathogen.cl,161998448,NML,NML,31/07/2017,public,"sra,fastq,realign,wgmlst_sig","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110389,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03374,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03374,2485,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096963,AMC-CFZ-GEN-MXF-TZP-TOB-SXT,WGS,297,326161008,PRJNA756559,SAMN27524786,Pathogen.cl,144245986,NML,NML,31/07/2014,public,"fastq,sra,wgmlst_sig,realign","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110388,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-02200,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02200,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096964,DOX-GEN,WGS,297,399061720,PRJNA756559,SAMN27524889,Pathogen.cl,188515294,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,sra,realign","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110387,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-03384,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncX1",ILLUMINA,2022-08-17T00:00:00Z,N18-03384,602,SRP378977,349,E. coli gastroenteritis,Homo sapiens
SRR21096965,AMC-ATM-CFZ-FEP-CAZ-CRO-CIP-GEN-MXF-TOB-SXT,WGS,297,425069802,PRJNA756559,SAMN27524887,Pathogen.cl,200205293,NML,NML,31/07/2017,public,"realign,fastq,sra,wgmlst_sig","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110386,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03382,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncN",ILLUMINA,2022-08-17T00:00:00Z,N18-03382,155,SRP378977,410,E. coli gastroenteritis,Homo sapiens
SRR21096966,AMP-GEN,WGS,300,385407209,PRJNA756559,SAMN27524965,Pathogen.env,170813465,NML,NML,31/07/2016,public,"fastq,wgmlst_sig,realign,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110385,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03517,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03517,131,SRP378977,1011,,
SRR21096967,AMC-AMP-CHL-FOX-CRO-GEN-STR-SSS-SXT-TET,WGS,300,346147708,PRJNA756559,SAMN27524994,Pathogen.env,153090720,NML,NML,31/07/2016,public,"fastq,sra,wgmlst_sig,realign","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110384,Canada,North America,Canada,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03546,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncA/C2, IncFIB(AP001918), IncHI2, IncHI2A",ILLUMINA,2022-08-17T00:00:00Z,N18-03546,7098,SRP378977,10,,
SRR21096968,GEN-STR-SSS-TET,WGS,300,353637501,PRJNA756559,SAMN27524695,Pathogen.env,158130335,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,sra,realign","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110383,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01174,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01174,131,SRP378977,4162,,
SRR21096969,CFZ-FEP-CRO-CIP-GEN-MXF-SXT,WGS,294,331541332,PRJNA756559,SAMN27524900,Pathogen.cl,155029319,NML,NML,31/07/2017,public,"sra,realign,wgmlst_sig,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110382,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-03395,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03395,101,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096970,AMP-GEN-STR-SSS,WGS,300,435754386,PRJNA756559,SAMN27525062,Pathogen.env,192240428,NML,NML,31/07/2015,public,"wgmlst_sig,sra,fastq,realign","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110381,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03775,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFIB(pLF82)",ILLUMINA,2022-08-17T00:00:00Z,N18-03775,8953,SRP378977,5940,,
SRR21096971,GEN-STR-SSS-TET,WGS,300,491407635,PRJNA756559,SAMN27525037,Pathogen.env,216636491,NML,NML,31/07/2014,public,"realign,wgmlst_sig,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110380,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03745,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03745,131,SRP378977,117,,
SRR21096972,CFZ-GEN-MXF-TGC,WGS,298,243507242,PRJNA756559,SAMN27524784,Pathogen.cl,109565694,NML,NML,31/07/2014,public,"realign,sra,fastq,wgmlst_sig","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17110379,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02198,PAIRED,RANDOM,GENOMIC,Escherichia coli,Col156,ILLUMINA,2022-08-17T00:00:00Z,N18-02198,410,SRP378977,69,E. coli gastroenteritis,Homo sapiens
SRR21096973,AMC-CFZ-FOX-CIP-GEN-MXF-SXT,WGS,297,609323998,PRJNA756559,SAMN27524816,Pathogen.cl,258147038,NML,NML,31/07/2015,public,"fastq,wgmlst_sig,realign,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110378,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-02230,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIA, IncFIB(AP001918), IncQ1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-02230,349,SRP378977,354,E. coli gastroenteritis,Homo sapiens
SRR21096974,AMP-GEN,WGS,300,224829193,PRJNA756559,SAMN27524666,Pathogen.env,101788557,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,realign,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110377,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01122,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-01122,69,SRP378977,5897,,
SRR21096975,CFZ-DOX-GEN-MXF-TOB-SXT,WGS,300,460592432,PRJNA756559,SAMN27524853,Pathogen.cl,203132137,NML,NML,31/07/2016,public,"sra,realign,fastq,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110376,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02267,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02267,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096976,GEN-SXT,WGS,298,505127496,PRJNA756559,SAMN27524854,Pathogen.cl,221122423,NML,NML,31/07/2016,public,"sra,realign,wgmlst_sig,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17110375,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02268,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02268,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096977,GEN-STR-SSS,WGS,300,566660026,PRJNA756559,SAMN27525010,Pathogen.env,250767059,NML,NML,31/07/2015,public,"fastq,realign,sra,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110374,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03562,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03562,5539,SRP378977,117,,
SRR21096978,CIP-GEN-MXF,WGS,299,378511793,PRJNA756559,SAMN27524815,Pathogen.cl,168035315,NML,NML,31/07/2015,public,"wgmlst_sig,realign,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110373,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-02229,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFII(29), RepA",ILLUMINA,2022-08-17T00:00:00Z,N18-02229,38,SRP378977,38,E. coli gastroenteritis,Homo sapiens
SRR21096979,GEN-STR-SSS-TET,WGS,300,424493505,PRJNA756559,SAMN27525061,Pathogen.env,188505396,NML,NML,31/07/2015,public,"wgmlst_sig,fastq,realign,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17110372,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03774,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03774,162,SRP378977,101,,
SRR21096980,GEN-STR-SSS-SXT,WGS,300,220733186,PRJNA756559,SAMN27524980,Pathogen.env,100938642,NML,NML,31/07/2014,public,"fastq,realign,wgmlst_sig,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110371,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03532,PAIRED,RANDOM,GENOMIC,Escherichia coli,ColpVC,ILLUMINA,2022-08-17T00:00:00Z,N18-03532,1304,SRP378977,10,,
SRR21096981,GEN-NAL-STR-SSS-TET,WGS,299,360831915,PRJNA756559,SAMN27524946,Pathogen.env,161170310,NML,NML,31/07/2015,public,"realign,sra,wgmlst_sig,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110370,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03498,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFII, IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03498,5940,SRP378977,101,,
SRR21096982,GEN-STR-SSS,WGS,300,330737259,PRJNA756559,SAMN27524941,Pathogen.env,148877187,NML,NML,31/07/2015,public,"fastq,sra,realign,wgmlst_sig","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110369,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03493,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03493,69,SRP378977,1304,,
SRR21096983,AMP-GEN-STR-SSS-SXT-TET,WGS,297,275700793,PRJNA756559,SAMN27524951,Pathogen.env,121662961,NML,NML,31/07/2015,public,"realign,sra,fastq,wgmlst_sig","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110368,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03503,PAIRED,RANDOM,GENOMIC,Escherichia coli,"ColpVC, IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03503,131,SRP378977,3764,,
SRR21096984,GEN-STR-SSS,WGS,300,258134335,PRJNA756559,SAMN27524681,Pathogen.env,116517217,NML,NML,31/07/2017,public,"sra,wgmlst_sig,realign,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110367,Canada,North America,Canada: SASKATCHEWAN,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01151,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-01151,69,SRP378977,101,,
SRR21096985,GEN-MXF-SXT,WGS,298,241131910,PRJNA756559,SAMN27524802,Pathogen.cl,108887796,NML,NML,31/07/2014,public,"fastq,wgmlst_sig,realign,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX17110366,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-02216,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02216,1193,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096986,AMP-GEN-STR-SSS-TET,WGS,300,399431572,PRJNA756559,SAMN27525004,Pathogen.env,181006318,NML,NML,31/07/2015,public,"realign,fastq,wgmlst_sig,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX17110365,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03556,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03556,155,SRP378977,155,,
SRR21096987,GEN-STR-SSS-SXT-TET,WGS,299,416374308,PRJNA756559,SAMN27524760,Pathogen.env,192560353,NML,NML,31/07/2017,public,"sra,realign,wgmlst_sig,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110364,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01471,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), IncFII(29), IncFII(pHN7A8), IncHI2, IncHI2A, IncI1, IncI2, IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-01471,131,SRP378977,4134,,
SRR21096988,CFZ-CIP-GEN-MXF,WGS,294,334641208,PRJNA756559,SAMN27524897,Pathogen.cl,156876922,NML,NML,31/07/2017,public,"fastq,sra,realign,wgmlst_sig","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110363,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03392,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-03392,155,SRP378977,405,E. coli gastroenteritis,Homo sapiens
SRR21096989,AMP-GEN-STR-SSS-TET,WGS,299,448175052,PRJNA756559,SAMN27524661,Pathogen.env,200308466,NML,NML,31/07/2017,public,"realign,sra,fastq,wgmlst_sig","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110362,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01105,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01105,Undetermined,SRP378977,155,,
SRR21096990,GEN-STR-SSS-TET,WGS,300,385858386,PRJNA756559,SAMN27524989,Pathogen.env,171897711,NML,NML,31/07/2016,public,"wgmlst_sig,sra,realign,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110361,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03541,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, Col156, Col156, Col8282, ColpVC, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03541,770,SRP378977,1914,,
SRR21096991,GEN-STR-SSS-TET,WGS,299,298018135,PRJNA756559,SAMN27524719,Pathogen.env,132769226,NML,NML,31/07/2017,public,"fastq,realign,wgmlst_sig,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110360,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01236,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncI1,ILLUMINA,2022-08-17T00:00:00Z,N18-01236,155,SRP378977,101,,
SRR21096992,GEN-STR-SSS-TET,WGS,299,315399487,PRJNA756559,SAMN27524999,Pathogen.env,139161266,NML,NML,31/07/2014,public,"sra,wgmlst_sig,fastq,realign","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110359,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03551,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, ColpVC, IncFIB(AP001918)",ILLUMINA,2022-08-17T00:00:00Z,N18-03551,1011,SRP378977,115,,
SRR21096993,AMC-CFZ-CIP-DOX-GEN-MXF-TZP-SXT,WGS,295,365094539,PRJNA756559,SAMN27524877,Pathogen.cl,172234292,NML,NML,31/07/2017,public,"wgmlst_sig,sra,fastq,realign","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110358,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-03372,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFIA, IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03372,1084,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096994,AMP-CRO-CIP-GEN-NAL-SSS,WGS,299,284463918,PRJNA756559,SAMN27524657,Pathogen.env,126954757,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,realign,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110357,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01084,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncHI2, IncHI2A, IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-01084,131,SRP378977,1431,,
SRR21096995,GEN-STR-SSS-TET,WGS,300,337249934,PRJNA756559,SAMN27524665,Pathogen.env,151339735,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17110356,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01121,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFIB(pLF82)",ILLUMINA,2022-08-17T00:00:00Z,N18-01121,131,SRP378977,Undetermined,,
SRR21096996,AMC-AMP-FOX-CRO-GEN-STR-SSS-TET,WGS,299,420093301,PRJNA756559,SAMN27524768,Pathogen.env,196555946,NML,NML,31/07/2017,public,"wgmlst_sig,fastq,sra,realign","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110355,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01499,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncHI2, IncHI2A, IncX1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01499,1193,SRP378977,162,,
SRR21096997,GEN-STR-SSS-TET,WGS,300,354506590,PRJNA756559,SAMN27524961,Pathogen.env,157359623,NML,NML,31/07/2016,public,"fastq,realign,wgmlst_sig,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17110354,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03513,PAIRED,RANDOM,GENOMIC,Escherichia coli,IncFIB(AP001918),ILLUMINA,2022-08-17T00:00:00Z,N18-03513,847,SRP378977,7098,,
SRR21096998,ATM-CFZ-FEP-CAZ-CRO-CIP-GEN-MXF-TOB-SXT,WGS,296,419433669,PRJNA756559,SAMN27524902,Pathogen.cl,197575283,NML,NML,31/07/2017,public,"fastq,sra,realign,wgmlst_sig","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17110353,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,human,Not collected,N18-03397,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, IncFIA, IncFIB(AP001918), IncFII(pRSB107)",ILLUMINA,2022-08-17T00:00:00Z,N18-03397,302,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21096999,AMP-GEN,WGS,300,423450798,PRJNA756559,SAMN27524967,Pathogen.env,186513824,NML,NML,31/07/2016,public,"sra,realign,wgmlst_sig,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110352,Canada,North America,Canada: BRITISH COLUMBIA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03519,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-03519,212,SRP378977,1011,,
SRR21097000,CFZ-GEN-MXF-SXT,WGS,298,328090571,PRJNA756559,SAMN27524800,Pathogen.cl,146919734,NML,NML,31/07/2014,public,"wgmlst_sig,realign,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110351,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,human,Not collected,N18-02214,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02214,131,SRP378977,131,E. coli gastroenteritis,Homo sapiens
SRR21097001,AMP-GEN-STR-SSS-TET,WGS,300,305755603,PRJNA756559,SAMN27524694,Pathogen.env,136623380,NML,NML,31/07/2017,public,"sra,realign,fastq,wgmlst_sig","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17110350,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01173,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncFII, IncI1, p0111",ILLUMINA,2022-08-17T00:00:00Z,N18-01173,69,SRP378977,616,,
SRR21097002,GEN-STR-SSS-TET,WGS,300,626220955,PRJNA756559,SAMN27524744,Pathogen.env,294120767,NML,NML,31/07/2017,public,"fastq,wgmlst_sig,sra,realign","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX17110349,Canada,North America,Canada: QUEBEC,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01413,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncI1, IncX4",ILLUMINA,2022-08-17T00:00:00Z,N18-01413,131,SRP378977,10,,
SRR21097003,ATM-CFZ-FEP-CAZ-CRO-CIP-DOX-GEN-MXF-TOB-SXT,WGS,295,389944875,PRJNA756559,SAMN27524880,Pathogen.cl,182998229,NML,NML,31/07/2017,public,"wgmlst_sig,realign,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110348,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,human,Not collected,N18-03375,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIA, IncFIB(AP001918), IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-03375,191,SRP378977,410,E. coli gastroenteritis,Homo sapiens
SRR21097004,GEN-STR-SSS-TET,WGS,294,429169595,PRJNA756559,SAMN27524913,Pathogen.env,200751216,NML,NML,31/07/2014,public,"sra,realign,wgmlst_sig,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17110347,Canada,North America,Canada: ONTARIO,Illumina MiSeq,Not applicable,chicken,Not collected,N18-03465,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1",ILLUMINA,2022-08-17T00:00:00Z,N18-03465,4134,SRP378977,491,,
SRR21097005,GEN-STR-SSS-TET,WGS,298,547882890,PRJNA756559,SAMN27524736,Pathogen.env,254512382,NML,NML,31/07/2017,public,"realign,sra,wgmlst_sig,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17110346,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,chicken,Not collected,N18-01268,PAIRED,RANDOM,GENOMIC,Escherichia coli,"IncFIB(AP001918), IncI1, IncY",ILLUMINA,2022-08-17T00:00:00Z,N18-01268,131,SRP378977,117,,
SRR21097006,CIP-DOX-GEN-MXF-TOB-SXT,WGS,296,411068176,PRJNA756559,SAMN27524874,Pathogen.cl,193479028,NML,NML,31/07/2017,public,"realign,fastq,sra,wgmlst_sig","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX17110345,Canada,North America,Canada: ALBERTA,Illumina MiSeq,Not applicable,human,Not collected,N18-03369,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col(BS512), Col156, ColpVC, IncFIA",ILLUMINA,2022-08-17T00:00:00Z,N18-03369,101,SRP378977,1193,E. coli gastroenteritis,Homo sapiens
SRR21097007,CFZ-GEN-MXF-SXT,WGS,299,352826564,PRJNA756559,SAMN27524806,Pathogen.cl,157552399,NML,NML,31/07/2015,public,"wgmlst_sig,realign,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX17110344,Canada,North America,Canada: MANITOBA,Illumina MiSeq,Not applicable,human,Not collected,N18-02220,PAIRED,RANDOM,GENOMIC,Escherichia coli,"Col156, IncFII(29)",ILLUMINA,2022-08-17T00:00:00Z,N18-02220,131,SRP378977,Undetermined,E. coli gastroenteritis,Homo sapiens
