Assembly,Level,WGS,BioSample,Strain,Taxonomy,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
GCA_013192455.1,Contig,JABKWE000000000,SAMN14932528,90-546,Streptococcus suis,1,Canada,RESP,NA,Pig,1990,32,128,256,128,1,yes,no,no,no,no,yes,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013192435.1,Contig,JABKWG000000000,SAMN14932530,91-173B-752,Streptococcus suis,10,Canada,SYS-BRAIN,1,Pig,1991,0.03,8,1,2,8,no,no,no,no,no,no,no,no,no,no,0.12,0.5,no,no,no,0.25,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013192405.1,Contig,JABKWJ000000000,SAMN14932533,91-178-2469,Streptococcus suis,25,Canada,RESP,3,Pig,1991,32,128,256,128,0.5,yes,no,no,no,no,no,yes,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192385.1,Contig,JABKWK000000000,SAMN14932534,92-1130,Streptococcus suis,10,Canada,SYS-BRAIN,1,Pig,1992,0.03,4,0.5,2,4,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192375.1,Contig,JABKWI000000000,SAMN14932532,91-178-2215,Streptococcus suis,29,Canada,UNKNOWN,4 + 8,Pig,1991,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,yes,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192335.1,Contig,JABKWS000000000,SAMN14932542,99-C561-8614-2,Streptococcus suis,1,Canada,SYS-BRAIN,23,Pig,1999,4,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192345.1,Contig,JABKWM000000000,SAMN14932536,93-1320,Streptococcus suis,1,Canada,UNKNOWN,5,Pig,1993,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,1,no,0.03,0.03,0.12,0.06,no,no,no,no,no,no
GCA_013192295.1,Contig,JABKWO000000000,SAMN14932538,94-1713,Streptococcus suis,8,Canada,SYS-OTHER,11,Pig,1994,32,128,256,128,0.12,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,4,yes,yes,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192305.1,Contig,JABKWL000000000,SAMN14932535,92-2402-1119,Streptococcus suis,1,Canada,RESP,NA,Pig,1992,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192265.1,Contig,JABKWT000000000,SAMN14932543,BE4B3-2A,Streptococcus suis,1,Canada,NON-CLINICAL,23,Pig,2016,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192235.1,Contig,JABKWV000000000,SAMN14932545,BE4B3-4A,Streptococcus suis,8,Canada,NON-CLINICAL,16,Pig,2016,0.03,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,128,no,yes,no,yes,yes,no,no,no,32,yes,yes,no,no,2,no,0.12,0.12,2,2,yes,yes,yes,no,no,yes
GCA_013192215.1,Contig,JABKWW000000000,SAMN14932546,BE4B3-4B,Streptococcus suis,8,Canada,NON-CLINICAL,16,Pig,2016,0.03,4,0.5,128,64,no,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,128,no,yes,no,yes,yes,no,no,no,8,yes,yes,no,no,2,no,0.12,0.12,2,2,yes,yes,yes,no,no,yes
GCA_013192225.1,Contig,JABKWU000000000,SAMN14932544,BE4B3-2B,Streptococcus suis,33,Canada,NON-CLINICAL,NA,Pig,2016,8,8,0.5,128,64,no,no,no,yes,no,no,yes,yes,yes,yes,0.25,0.5,no,no,no,64,16,no,no,no,no,no,no,yes,no,no,no,no,16,no,no,no,yes,no,no,no,no,0.5,no,no,no,no,1,no,1,0.06,1,2,yes,yes,no,no,yes,yes
GCA_013192185.1,Contig,JABKWY000000000,SAMN14932548,CF2D3-1A,Streptococcus suis,33,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,no,no,no,no,yes,no,no,no,no,4,no,no,no,no,no,no,yes,no,32,yes,no,no,no,2,no,0.5,0.03,0.5,2,yes,yes,no,no,yes,yes
GCA_013192175.1,Contig,JABKXB000000000,SAMN14932551,CF2D3-2C,Streptococcus suis,12,Canada,NON-CLINICAL,28,Pig,2016,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.06,1,8,1,yes,yes,yes,no,no,no
GCA_013192145.1,Contig,JABKWX000000000,SAMN14932547,BH3D7-4E,Streptococcus suis,34,Canada,NON-CLINICAL,NA,Pig,2016,8,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.25,0.5,no,no,no,8,0.25,yes,no,no,no,no,no,no,no,no,no,no,32,no,no,yes,no,yes,no,no,yes,8,yes,yes,no,no,2,no,0.06,0.12,2,2,yes,yes,yes,no,no,no
GCA_013192135.1,Contig,JABKWZ000000000,SAMN14932549,CF2D3-1B,Streptococcus suis,33,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,no,no,no,no,yes,no,no,no,no,512,no,no,no,no,no,no,yes,no,32,yes,no,no,no,2,no,0.5,2,16,1,yes,yes,no,no,yes,yes
GCA_013192115.1,Contig,JABKXA000000000,SAMN14932550,CF2D3-1C,Streptococcus suis,12,Canada,NON-CLINICAL,28,Pig,2016,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,yes,no,no,32,yes,yes,no,no,2,no,0.12,1,8,1,yes,yes,yes,no,no,no
GCA_013192095.1,Contig,JABKXD000000000,SAMN14932553,CF2D3-2E,Streptococcus suis,1,Canada,NON-CLINICAL,5,Pig,2016,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013192065.1,Contig,JABKXC000000000,SAMN14932552,CF2D3-2D,Streptococcus suis,11,Canada,NON-CLINICAL,30,Pig,2016,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,1,2,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,0.5,0.03,no,no,yes,no,no,no
GCA_013192045.1,Contig,JABKXJ000000000,SAMN14932559,CG3S3-2B,Streptococcus suis,21,Canada,NON-CLINICAL,29,Pig,2016,32,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,yes,no,no,no,no,no,32,yes,yes,no,no,1,no,0.03,0.03,0.25,0.25,yes,no,yes,no,no,no
GCA_013192025.1,Contig,JABKXK000000000,SAMN14932560,D15-036307,Streptococcus suis,25,Canada,UNKNOWN,01-Feb,Pig,NA,0.03,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.12,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,no,no,no,no,1,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013192015.1,Contig,JABKXF000000000,SAMN14932555,CF2D3-4B,Streptococcus suis,9,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,32,yes,yes,no,no,2,no,0.25,0.12,2,2,yes,yes,yes,no,no,yes
GCA_013191985.1,Contig,JABKXE000000000,SAMN14932554,CF2D3-4A,Streptococcus suis,1,Canada,NON-CLINICAL,5,Pig,2016,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191975.1,Contig,JABKXL000000000,SAMN14932561,D15-036308,Streptococcus suis,1,Canada,UNKNOWN,23,Pig,NA,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191945.1,Contig,JABKXP000000000,SAMN14932565,D15-037104,Streptococcus suis,26,Canada,UNKNOWN,01-Feb,Pig,NA,0.06,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013191925.1,Contig,JABKXN000000000,SAMN14932563,D15-036755,Streptococcus suis,26,Canada,UNKNOWN,NA,Pig,NA,0.06,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191905.1,Contig,JABKXM000000000,SAMN14932562,D15-036753,Streptococcus suis,1,Canada,UNKNOWN,3,Pig,NA,8,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191895.1,Contig,JABKXO000000000,SAMN14932564,D15-037100,Streptococcus suis,1,Canada,UNKNOWN,23,Pig,NA,8,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191865.1,Contig,JABKXQ000000000,SAMN14932566,D15-049776,Streptococcus suis,8,Canada,UNKNOWN,9,Pig,NA,0.06,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,16,4,no,no,no,no,no,no,no,no,no,yes,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,0.5,0.06,no,no,yes,no,no,no
GCA_013191855.1,Contig,JABKXR000000000,SAMN14932567,D15-049887,Streptococcus suis,26,Canada,UNKNOWN,01-Feb,Pig,NA,0.015,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.06,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013191835.1,Contig,JABKXS000000000,SAMN14932568,D15-055799,Streptococcus suis,26,Canada,UNKNOWN,01-Feb,Pig,NA,0.03,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013191805.1,Contig,JABKXV000000000,SAMN14932571,D16-010262,Streptococcus suis,33,Canada,UNKNOWN,11,Pig,NA,1,1,0.12,8,64,no,no,no,no,no,no,yes,yes,no,yes,1,2,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,yes,32,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.25,0.06,0.5,0.5,yes,yes,no,no,yes,yes
GCA_013191795.1,Contig,JABKXT000000000,SAMN14932569,D15-061569,Streptococcus suis,9,Canada,UNKNOWN,31,Pig,NA,0.06,4,0.5,16,16,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,8,0.25,no,no,no,no,no,no,no,no,no,no,no,64,no,no,no,no,no,no,no,no,32,yes,yes,no,no,2,no,0.06,0.25,2,0.25,yes,yes,yes,no,no,no
GCA_013191765.1,Contig,JABKXU000000000,SAMN14932570,D16-009258,Streptococcus suis,21,Canada,UNKNOWN,NA,Pig,NA,16,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,yes,no,no,no,0.12,no,no,no,no,1,no,0.06,0.12,1,4,yes,yes,yes,no,no,yes
GCA_013191755.1,Contig,JABKYA000000000,SAMN14932576,EJ2T3-1A,Streptococcus suis,5,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,0.12,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.06,no,no,no,no,no,no
GCA_013191735.1,Contig,JABKYB000000000,SAMN14932577,EJ2T3-1B,Streptococcus suis,5,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013191705.1,Contig,JABKYD000000000,SAMN14932579,EJ2T3-2B,Streptococcus suis,5,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013191695.1,Contig,JABKYC000000000,SAMN14932578,EJ2T3-2A,Streptococcus suis,5,Canada,NON-CLINICAL,7,Pig,2016,16,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013191665.1,Contig,JABKUR000000000,SAMN14932489,1628823,Streptococcus suis,5,Canada,SYS-BRAIN,8,Pig,2014,0.03,8,0.5,1,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.06,0.12,0.03,no,no,no,no,no,no
GCA_013191645.1,Contig,JABKYE000000000,SAMN14932580,EJ2T3-2C,Streptococcus suis,5,Canada,NON-CLINICAL,NA,Pig,2016,16,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191635.1,Contig,JABKYF000000000,SAMN14932581,EJ2T3-2D,Streptococcus suis,5,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,4,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
GCA_013191615.1,Contig,JABKYG000000000,SAMN14932582,EJ2T3-2E,Streptococcus suis,5,Canada,NON-CLINICAL,NA,Pig,2016,0.015,1,0.5,1,1,yes,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.015,no,no,no,no,1,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191595.1,Contig,JABKYI000000000,SAMN14932584,MA4T3-1A,Streptococcus suis,9,Canada,NON-CLINICAL,NA,Pig,2016,0.06,4,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,yes,no,no,no,no,no
GCA_013191565.1,Contig,JABKYH000000000,SAMN14932583,EJ2T3-3B,Streptococcus suis,10,Canada,NON-CLINICAL,15,Pig,2016,0.015,1,0.5,2,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.015,no,no,no,no,1,no,0.03,0.03,0.12,0.03,yes,no,no,no,no,no
GCA_013191545.1,Contig,JABKYJ000000000,SAMN14932585,MA4T3-1B,Streptococcus suis,9,Canada,NON-CLINICAL,31,Pig,2016,0.06,8,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.06,yes,no,no,no,no,no
GCA_013191535.1,Contig,JABKYL000000000,SAMN14932587,MA4T3-3A,Streptococcus suis,26,Canada,NON-CLINICAL,01-Feb,Pig,2016,0.06,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.015,0.06,0.03,no,no,no,no,no,no
GCA_013191515.1,Contig,JABKYK000000000,SAMN14932586,MA4T3-2B,Streptococcus suis,5,Canada,NON-CLINICAL,8,Pig,2016,32,128,256,128,64,yes,no,no,yes,no,no,no,no,yes,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
GCA_013191495.1,Contig,JABKUS000000000,SAMN14932490,1633180,Streptococcus suis,1,Canada,SYS-BRAIN,23,Pig,2014,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191475.1,Contig,JABKYM000000000,SAMN14932588,MA4T3-3B,Streptococcus suis,25,Canada,NON-CLINICAL,01-Feb,Pig,2016,0.06,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013191455.1,Contig,JABKYN000000000,SAMN14932589,MA4T3-3C,Streptococcus suis,9,Canada,NON-CLINICAL,31,Pig,2016,0.06,4,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.015,0.12,0.03,yes,no,no,no,no,no
GCA_013191415.1,Contig,JABKVJ000000000,SAMN14932507,1671154,Streptococcus suis,21,Canada,SYS-OTHER,27,Pig,2014,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,32,yes,no,no,no,2,no,0.12,0.12,1,1,yes,yes,yes,no,no,yes
GCA_013191405.1,Contig,JABKYR000000000,SAMN14932593,MA4T3-4D,Streptococcus suis,14,Canada,NON-CLINICAL,NA,Pig,2016,4,128,64,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.12,2,16,1,yes,yes,yes,no,no,yes
GCA_013191395.1,Contig,JABKYS000000000,SAMN14932594,ME1D3-3A,Streptococcus suis,14,Canada,NON-CLINICAL,31,Pig,2016,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.12,0.03,yes,no,no,no,no,no
GCA_013191375.1,Contig,JABKYT000000000,SAMN14932595,MG2C3-3D,Streptococcus suis,20,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,64,yes,no,no,yes,no,no,yes,yes,yes,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,yes,no,no,no,no,no,no,512,no,no,no,yes,yes,no,no,no,32,yes,no,yes,no,4,no,0.03,0.06,0.5,0.12,yes,no,yes,no,no,no
GCA_013191345.1,Contig,JABKYV000000000,SAMN14932597,MY1C3-2B,Streptococcus suis,1,Canada,NON-CLINICAL,3,Pig,2016,4,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.015,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013191335.1,Contig,JABKYU000000000,SAMN14932596,MY1C3-1A,Streptococcus suis,25,Canada,NON-CLINICAL,01-Feb,Pig,2016,0.06,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013191305.1,Contig,JABKYW000000000,SAMN14932598,MY1C3-2C,Streptococcus suis,1,Canada,NON-CLINICAL,3,Pig,2016,4,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
GCA_013191295.1,Contig,JABKYX000000000,SAMN14932599,MY1C3-3A,Streptococcus suis,34,Canada,NON-CLINICAL,NA,Pig,2016,32,128,256,128,64,yes,yes,no,yes,no,no,yes,yes,yes,yes,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,128,no,no,no,yes,no,no,no,no,32,yes,no,no,no,2,no,0.12,0.06,1,2,yes,no,yes,no,no,no
GCA_013191245.1,Contig,JABKYZ000000000,SAMN14932601,MY1C3-3C,Streptococcus suis,1,Canada,NON-CLINICAL,4,Pig,2016,16,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,no,no,no,no,2,no,0.03,0.03,0.12,0.06,no,no,no,no,no,no
GCA_013191235.1,Contig,JABKVX000000000,SAMN14932521,89-6891-2,Streptococcus suis,27,Canada,RESP,2,Pig,1989,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,128,8,no,no,yes,no,no,no,no,no,no,no,no,512,no,no,no,yes,no,no,no,no,0.12,no,no,no,no,4,no,0.03,0.015,0.12,0.03,no,no,no,no,no,no
GCA_013191255.1,Contig,JABKYY000000000,SAMN14932600,MY1C3-3B,Streptococcus suis,1,Canada,NON-CLINICAL,3,Pig,2016,4,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
